Gene,Pattern_6 x Pattern_7,KW.obs.tot,KW.obs.groups,KW.df,KW.statistic,KW.pvalue,KW.p.adj,Dunn.zP1_Int,Dunn.zP2_Int,Dunn.zP2_P1,Dunn.pval_1_Int,Dunn.pval_2_Int,Dunn.pval_2_1,Dunn.pval_1_Int.adj,Dunn.pval_2_Int.adj,Dunn.pval_2_1.adj
IGHA1,vsBoth,431,3,2,21.643525542907,1.9960349614986e-05,0.00107276131299988,-2.92901856530046,-4.59068911548755,-0.444698164191758,0.00340034112087525,4.4178495791567e-06,0.656537896180298,0.0081804780499001,6.26303344123981e-05,0.769224975272662
CEBPD,vsBoth,431,3,2,21.5830628618941,2.05729915758756e-05,0.00109892490475786,-3.85677372587222,-4.16023519321005,0.935054425113715,0.000114893425986537,3.17920035708098e-05,0.349760252013439,0.000717953890869761,0.000283478698506388,0.456261994934222
IGHG1,vsBoth,431,3,2,21.5229854276446,2.12003532471804e-05,0.00112555188501064,-3.57072416006108,-4.34161047652094,0.470383239441678,0.000355995644223966,1.41442127965143e-05,0.638081236561233,0.00158981184857802,0.000156177130976745,0.750568543627746
ENPP2,vsBoth,431,3,2,21.500601417273,2.14389604666057e-05,0.00113477067415213,-3.52936038531663,-4.36060790417009,0.409024007694773,0.000416565437194549,1.29701601628499e-05,0.682522042857109,0.00176741552291054,0.000147496606172556,0.79318698231183
ETFA,vsBoth,431,3,2,21.4274929793639,2.22371445428604e-05,0.00117346285114846,-2.42611098954561,-4.62638349629308,-1.03314524598273,0.0152616020864341,3.72106022536476e-06,0.301535931959201,0.0293351752679361,5.38281399018787e-05,0.400680803732895
LITAF,vsPattern_7,431,3,2,21.3616485352259,2.2981425216242e-05,0.00120908600678343,-1.71976802865846,-4.5786308387282,-1.7806469778266,0.0854746163442909,4.68029371010513e-06,0.0749701401353452,0.133333815257808,6.57288747912889e-05,0.118590570140176
IGFBP3,vsBoth,431,3,2,21.3180804577239,2.34875461380148e-05,0.00122831427662487,-3.09608783777794,-4.50905217374204,-0.192908272421135,0.00196092263731976,6.51178947798828e-06,0.847030806268494,0.00519292064355627,8.68367415848052e-05,0.938816396197188
HMGB1,vsBoth,431,3,2,21.2957130311668,2.37516984683598e-05,0.00123842064819952,-1.96406269301978,-4.600509766624,-1.52644476002642,0.0495228219606896,4.21458258216147e-06,0.126899137667672,0.0824890889145067,6.0128044838837e-05,0.189526329238457
POLR2J,vsBoth,431,3,2,21.2408890248802,2.44117859282516e-05,0.00126154042842832,-3.32646294715808,-4.41870617662575,0.136356863953402,0.000879557127700258,9.92935289772316e-06,0.891539172679927,0.00290215105131054,0.000118722001214172,0.975548342348086
BST2,vsBoth,431,3,2,21.1647173549206,2.5359461129436e-05,0.0012951862793797,-2.54328767281509,-4.59000478306096,-0.873395133509495,0.0109814776393696,4.43235852717745e-06,0.38244774263372,0.0220147935587659,6.26384252236964e-05,0.491765423575375
RPL29,vsBoth,431,3,2,21.1358351154121,2.57283372258387e-05,0.0013083970572945,-3.52414149004196,-4.310217599049,0.443875619104135,0.000424857315886782,1.63093983396013e-05,0.657132512586749,0.0017877423011191,0.000173683497957745,0.769451149443681
UBE2D1,vsBoth,431,3,2,21.1327590388893,2.57679388394863e-05,0.0013083970572945,-3.25307473393052,-4.43292425690443,0.0432165838524706,0.00114163467477433,9.29635315680097e-06,0.965528885436328,0.00345646814247646,0.0001149985981489,1
LBH,vsBoth,431,3,2,21.0689249861635,2.66036404350125e-05,0.00134691532602424,-2.06299526732808,-4.58388369398313,-1.40293521885213,0.0391130778311527,4.5641817496905e-06,0.160636157464735,0.0668088832281263,6.42991623294956e-05,0.233548654689913
ARPC5,vsBoth,431,3,2,21.0118048378229,2.73743964129835e-05,0.00137616063729346,-3.17893687857809,-4.44340522870149,-0.0477424873303616,0.0014781627676563,8.8546168803944e-06,0.961921472698069,0.00415958890284747,0.000110535134056923,1
KANSL1,vsBoth,431,3,2,20.9638265299873,2.8039025088699e-05,0.00139930757492659,-3.45692284382145,-4.32029261590598,0.360943943901413,0.000546381262773036,1.55822436798625e-05,0.71814135232362,0.00211858273934601,0.000167527758605986,0.826248652673413
SRSF2,vsBoth,431,3,2,20.9138730607536,2.87481675432945e-05,0.00142654614340547,-3.77081913920067,-4.11538820366212,0.875588892514966,0.000162712570184511,3.86528311647759e-05,0.381253565958703,0.000917322965228637,0.000327746836329251,0.490510599890756
RPS29,vsPattern_7,431,3,2,20.8212723955977,3.01105124064569e-05,0.00148152202874249,-1.69680290737343,-4.52019010584024,-1.7590479371332,0.0897339289095197,6.17841248655351e-06,0.0785693667215006,0.139200647745731,8.3380737881596e-05,0.123631209400008
SRSF7,vsBoth,431,3,2,20.7211879637173,3.16556477347043e-05,0.00155119672450068,-4.10628962268927,-3.74044573761364,1.55144360266209,4.02065307961061e-05,0.000183694201621007,0.120795412860491,0.000336015072586942,0.00100550760302656,0.181193119290737
MAP3K11,vsBoth,431,3,2,20.7181228985548,3.1704198239351e-05,0.00155119672450068,-2.47947906328649,-4.54408344439039,-0.907349295466215,0.0131574454324415,5.51747994475125e-06,0.364222113665482,0.025797431066753,7.51380450657943e-05,0.472112540759352
YWHAQ,vsBoth,431,3,2,20.6557467195749,3.27085724564061e-05,0.00158700176415568,-3.78178397792406,-4.06283534350018,0.930195029329841,0.000155708458949333,4.84802278630703e-05,0.352270115049138,0.000897120275023465,0.000384929583068265,0.45900315947545
RPS11,vsBoth,431,3,2,20.641341335075,3.29450127187815e-05,0.00159404580930459,-3.21779110300784,-4.38004258323808,0.0466218025559792,0.00129181864821653,1.18656119021126e-05,0.962814654995851,0.00375756181558904,0.000137079845470678,1
PTK2B,vsBoth,431,3,2,20.5986813610826,3.36552774516273e-05,0.00162391362223087,-4.28575246328461,-3.420220602922,2.00953912167063,1.8212168951882e-05,0.000625703728062107,0.0444799901080663,0.000188150545447718,0.00230107410303691,0.0749224421085645
RPS8,vsBoth,431,3,2,20.5010069319899,3.53397040314877e-05,0.00168230723418558,-3.38378446040825,-4.2894886720758,0.304409384769992,0.000714941045314455,1.79084946793102e-05,0.760816018839299,0.00254389949140393,0.000185796647192608,0.864177660379538
HNRNPA2B1,vsBoth,431,3,2,20.5005917828931,3.53470404159906e-05,0.00168230723418558,-2.64507429555386,-4.50247363981589,-0.689497139304169,0.008167298239479,6.71670877680337e-06,0.490510472847209,0.0171673705744708,8.87790860086893e-05,0.60625799366759
IFI27L2,vsBoth,431,3,2,20.4861053684675,3.56039958212954e-05,0.00168803801516082,-3.72318536934136,-4.07987913710686,0.85123288821729,0.000196724974943508,4.50591225786975e-05,0.394639996871706,0.00104997866674124,0.000366176667031947,0.505562185274073
RPL13,vsBoth,431,3,2,20.4829207672399,3.56607332452248e-05,0.00168803801516082,-3.57381372877564,-4.18235313851597,0.60232411812572,0.000351819253522444,2.88507380054085e-05,0.546958409664879,0.00158107572532986,0.000266780281062357,0.663047971364253
NUCB1,vsBoth,431,3,2,20.4760860780205,3.57828067245312e-05,0.00168923860826321,-2.21955468951517,-4.52498290009262,-1.18118641321219,0.0264490109155683,6.04003891347347e-06,0.237528677502101,0.0472791062255415,8.1758839991415e-05,0.327339428609152
CR2,vsBoth,431,3,2,20.469199700542,3.59062260377653e-05,0.00169049609218773,-4.31435364681955,-3.3201741746378,2.12209330323147,1.60070533280875e-05,0.000899613025264437,0.0338299036581338,0.000171149813289685,0.0029488409449587,0.0585412349016764
MARCKSL1,vsBoth,431,3,2,20.3685488164884,3.77594641306014e-05,0.00176348812825993,-2.52102710377635,-4.5006207776051,-0.826044315153738,0.0117012838681203,6.77552924596306e-06,0.408778953848039,0.0232782513073629,8.90328316706374e-05,0.520558973814986
UQCRB,vsBoth,431,3,2,20.3515975565483,3.80808594664256e-05,0.00177375565946682,-3.31108974984052,-4.30173504539757,0.213631794030678,0.000929333970419932,1.69465879634193e-05,0.830834203670166,0.00301547065925428,0.000178774568797198,0.924887022861959
STMN1,vsPattern_7,431,3,2,20.3215191027223,3.86578943562795e-05,0.00178634243577019,-1.85398858556229,-4.48790972888865,-1.55808190092167,0.063740793028717,7.19253914346535e-06,0.119213834537685,0.103039972615487,9.33857704324393e-05,0.179299522226358
GRN,vsPattern_7,431,3,2,20.3223290651235,3.86422418055191e-05,0.00178634243577019,-1.58058882911213,-4.45050506043311,-1.83214532971477,0.113972081671799,8.56685748614802e-06,0.0669297714087528,0.172280704686533,0.000107240828809886,0.107499068159734
MARCKS,vsBoth,431,3,2,20.2971930245039,3.91309629811935e-05,0.00179839681021395,-2.13523499287649,-4.50390102312648,-1.25800837767135,0.0327418199069557,6.67172887847802e-06,0.208388726464247,0.056789555639467,8.84446890261953e-05,0.292381809781557
RPS15,vsBoth,431,3,2,20.2870154575365,3.9330599502017e-05,0.00179839681021395,-2.53855044259412,-4.48949069298364,-0.797563263486638,0.011131275504975,7.13936664825519e-06,0.42512397670838,0.0222529377867772,9.29980107746633e-05,0.537716620131568
BABAM1,vsBoth,431,3,2,20.2943555450224,3.91865190339389e-05,0.00179839681021395,-3.37642237444805,-4.26309263500005,0.317515336923162,0.000734350906092788,2.01616885849974e-05,0.750852603907865,0.00258715276209252,0.000204068983110311,0.855343878824321
SCAND1,vsBoth,431,3,2,20.279658915796,3.94755344921413e-05,0.00180031112525909,-3.37612067475477,-4.26109873246217,0.318788454287745,0.000735156670492244,2.03424333743717e-05,0.749886934003508,0.00258715276209252,0.000205435720414441,0.854677119303009
PSMB9,vsBoth,431,3,2,20.2668995521986,3.97281808859359e-05,0.00180711493628813,-2.18127318885812,-4.50153504548091,-1.20486706324861,0.029163216260547,6.74644382579388e-06,0.228254625445764,0.0513516141481009,8.89106115927205e-05,0.316075464447411
RPS27A,vsBoth,431,3,2,20.2382873646688,4.03006208938754e-05,0.00181928591861633,-3.0379186533933,-4.38710059125961,-0.159238919899725,0.00238218250754437,1.14871672071852e-05,0.873480641408241,0.0060826864709684,0.000133739195412151,0.959526277802159
RPL14,vsBoth,431,3,2,20.237910359382,4.03082183834958e-05,0.00181928591861633,-2.9218457226482,-4.41874524610128,-0.313940902007289,0.00347963853784498,9.92755837883603e-06,0.753565924358785,0.00831781680269964,0.000118722001214172,0.857782488365851
RNASEK,vsBoth,431,3,2,20.2464661991707,4.01361513610461e-05,0.00181928591861633,-2.22951606324133,-4.49960719956156,-1.14962586103616,0.0257795877345772,6.80791419445642e-06,0.250298001990847,0.0462488891334092,8.91975696498168e-05,0.342208463932725
TALDO1,vsBoth,431,3,2,20.2124832769496,4.08239500203416e-05,0.0018378142654776,-2.20954278157561,-4.49578640146705,-1.16876957939826,0.0271369101461521,6.93132910970409e-06,0.242496479875021,0.0482792059369784,9.05505611017737e-05,0.332960336253696
AC010642.2,vsBoth,431,3,2,20.1339054658404,4.24598033583863e-05,0.00189195251342075,-3.14589567394672,-4.33766628603066,0.000808014665413412,0.00165579056948811,1.44003578395438e-05,0.999355297643717,0.00452073075290373,0.000157841971051,1
HACL1,vsBoth,431,3,2,20.1239657948816,4.26713468282706e-05,0.00189654049630891,-3.61459778495937,-4.09828966147573,0.715539204643057,0.000300814265075096,4.16214220490598e-05,0.474275924703919,0.00141853022796168,0.00034510455846582,0.589271773740506
TUBB4B,vsBoth,431,3,2,20.0864924402209,4.34784032524439e-05,0.00191845616201408,-3.17039631598978,-4.32221826436484,0.0405376397795738,0.00152231150812385,1.54468264750138e-05,0.967664499486894,0.0042518756479233,0.00016647011553648,1
PRDX2,vsPattern_7,431,3,2,20.0857779056965,4.34939394376583e-05,0.00191845616201408,-1.75231872620505,-4.45136710640217,-1.64173639660302,0.0797190177992453,8.53253306467666e-06,0.100644645314589,0.125264778318115,0.000107109507242058,0.154262290601556
ZNF414,vsBoth,431,3,2,20.0704173728707,4.38292705476854e-05,0.00192380330974915,-3.49553196745596,-4.16552233897208,0.528791149430324,0.000473117776015107,3.10640502246527e-05,0.59695033808168,0.0019285481054619,0.000280324983352589,0.711401437109273
RPL37,vsBoth,431,3,2,20.0024062841056,4.53453400439704e-05,0.0019751796871522,-2.80454708595781,-4.41553324345458,-0.441881475759382,0.00503873273791757,1.00761292704518e-05,0.658574976016766,0.0113732119157215,0.000119793981326482,0.770337309271043
EEF1G,vsBoth,431,3,2,19.9718875239935,4.60425880784604e-05,0.00200056190538923,-3.16863748504615,-4.30712468304993,0.0507591981129792,0.00153155292996513,1.65390392983857e-05,0.959517404128599,0.00426382855314869,0.000175438660237401,1
APOL6,vsBoth,431,3,2,19.8878857560921,4.8017603339599e-05,0.00208119969611111,-2.25870790954056,-4.4592096327424,-1.08454429447495,0.0239015601413839,8.22624339025788e-06,0.278123538640096,0.0432770391923365,0.000103553887383246,0.373770090504962
RPL35,vsBoth,431,3,2,19.863829678559,4.85986483448239e-05,0.0021011697788095,-3.1570357615678,-4.29659596635598,0.0463440544275701,0.00159381798351612,1.73440900998999e-05,0.963036026654624,0.00439154998033196,0.000182112946048949,1
EWSR1,vsBoth,431,3,2,19.8340305638856,4.9328167956092e-05,0.00212220470366763,-3.06805704060999,-4.32395751701074,-0.0747509594203472,0.00215455487817188,1.53254821110433e-05,0.940412861301762,0.00560107655341537,0.000165559414920742,1
RPSA,vsBoth,431,3,2,19.8070403666321,4.99983684876238e-05,0.00214575307708433,-2.98649327267962,-4.34568899370478,-0.183051627475308,0.00282197047109596,1.3883917025476e-05,0.854757510052876,0.00697576198960683,0.000153680598799235,0.944925729285933
TYROBP,vsPattern_7,431,3,2,19.7919184037301,5.03778379974945e-05,0.00215673945172117,-1.738971328156,-4.41862403189738,-1.63016967623573,0.0820398063647733,9.93312693736731e-06,0.103065640923954,0.128551914157354,0.000118722001214172,0.157436094599677
UBE2E1,vsBoth,431,3,2,19.7761939560895,5.07754809660823e-05,0.00216844822991335,-2.81847700348642,-4.38422045413814,-0.401114085366186,0.00482520673300453,1.16401850144607e-05,0.688336131010382,0.0109794830674037,0.00013517052055552,0.798024911442915
YBEY,vsBoth,431,3,2,19.7340943774414,5.18556226371905e-05,0.0022091760014727,-3.80406755385422,-3.87707970943881,1.1048765299235,0.000142339335421429,0.000105717731250368,0.269213093491364,0.000840293199208322,0.000676774194072869,0.364191343211977
PRC1,vsBoth,431,3,2,19.7095449015568,5.24960593712847e-05,0.00223101865946041,-2.89234321110589,-4.35847030045836,-0.298136798365595,0.00382379982511011,1.30974691984517e-05,0.76559875687436,0.00906337363609959,0.000148262031682221,0.868400003380457
TUBA4A,vsBoth,431,3,2,19.6583799409966,5.38563645771424e-05,0.00228327456327414,-2.0181487080121,-4.42917186341599,-1.32800634700069,0.0435757761784759,9.45956199259139e-06,0.184176010151605,0.0735095863911677,0.00011583452750601,0.26334298110764
RPL18A,vsBoth,431,3,2,19.6504193918035,5.40711548755449e-05,0.0022865932159734,-3.09625887914807,-4.28940776129171,-0.015489618809615,0.00195979178752277,1.79150195950914e-05,0.987641566490701,0.00519292064355627,0.000185796647192608,1
CHCHD2,vsBoth,431,3,2,19.6159652829069,5.50107112631851e-05,0.0023153544424917,-2.24835845249975,-4.42853874063158,-1.07131342256756,0.0245533422308933,9.48736791320279e-06,0.284028526514385,0.0442787800905436,0.000115859324461775,0.380681240129928
MMP9,vsBoth,431,3,2,19.5847156807489,5.58769927981964e-05,0.0023405358110458,-3.423115430753,-4.13203032285829,0.475228847670656,0.00061907782088739,3.59572971005097e-05,0.634623867595653,0.00228230986633957,0.000309563396876802,0.747575271553045
HNRNPK,vsPattern_7,431,3,2,19.5477488960975,5.69193930478525e-05,0.0023784953070977,-1.80950767222019,-4.40071529899433,-1.53722507268436,0.0703721693089379,1.07894612625994e-05,0.124238202492468,0.112120739263367,0.000127264669065937,0.185922904429287
RPLP0,vsBoth,431,3,2,19.5284429554165,5.7471494684046e-05,0.00239567906986241,-2.89475342175981,-4.3344000371332,-0.276032674245222,0.00379456475753611,1.46158183247332e-05,0.78252297036296,0.00900357656830375,0.000159039921431842,0.883360519671224
CRIP1,vsBoth,431,3,2,19.5238050119642,5.76049241050101e-05,0.00239567906986241,-3.60798432217186,-4.00286236130785,0.78517869823733,0.000308585131922784,6.25807130365554e-05,0.432348803090662,0.00144757994035594,0.000467949624602795,0.545626374919808
FARP2,vsBoth,431,3,2,19.5040027389912,5.81781112403241e-05,0.00241376976017753,-2.54993944627555,-4.39541284423729,-0.708979116028246,0.0107741630836132,1.10562419112247e-05,0.478337436709247,0.021702863692406,0.000129730420754683,0.593497636822573
MMP7,vsBoth,431,3,2,19.4811357167816,5.88471085273203e-05,0.00242998213864469,-3.07945507883826,-4.2721009280129,-0.0202245618734273,0.00207379641581022,1.9363989166876e-05,0.983864234349533,0.00544574959947224,0.000197328270557688,1
SH3BGRL3,vsPattern_7,431,3,2,19.4208379174686,6.0648299630727e-05,0.00249845247558941,-1.5419484403922,-4.35013111169038,-1.79415465931977,0.123086123334592,1.36056157367532e-05,0.0727884867720754,0.184260172640125,0.000152269147955772,0.115587088181522
ANKLE2,vsBoth,431,3,2,19.3974598882144,6.1361377964601e-05,0.00252188044448867,-3.75867090343762,-3.85586183628696,1.07147865313914,0.000170818341741419,0.000115322611778448,0.2839542640366,0.000952428818592971,0.000718806958852076,0.380681240129928
ZYX,vsBoth,431,3,2,19.3753872946199,6.2042331032136e-05,0.0025438812115923,-2.68392052614423,-4.36015506803136,-0.531433200710903,0.00727644009689179,1.29970307174749e-05,0.595118619586097,0.0155938587484176,0.000147496606172556,0.709783194378959
CSNK1G2,vsBoth,431,3,2,19.3407764089534,6.31253450353786e-05,0.00258222576518257,-2.78363850603378,-4.33647256707521,-0.401355900997629,0.00537529064900135,1.44787487720587e-05,0.688158112156086,0.0119943178632632,0.000158278911800763,0.798024911442915
HSPH1,vsPattern_7,431,3,2,19.2943130811144,6.4609019217114e-05,0.00263674238005918,-1.43980347981655,-4.31822584205955,-1.8820796789824,0.149923006412694,1.57288441604098e-05,0.0598251980039087,0.220037227569774,0.000168700299897093,0.0975170256908109
ATP5MF,vsPattern_7,431,3,2,19.2691684490145,6.54264318444639e-05,0.00266387758747611,-1.81686305834101,-4.37133418602952,-1.50533259934735,0.0692380844089762,1.23489613476556e-05,0.132238588015461,0.110534973830884,0.000141572021164195,0.196651295347942
AP2M1,vsBoth,431,3,2,19.1957927717273,6.78713615798543e-05,0.00274216536293175,-2.55268836818221,-4.35771298063214,-0.675500514034979,0.0106895090180611,1.31428581464179e-05,0.499357824898591,0.0215613346172201,0.000148402021381915,0.614730245016213
RPS3,vsBoth,431,3,2,19.1808048112968,6.83818988093643e-05,0.00274216536293175,-3.54541213015687,-3.98961391845549,0.726237097815395,0.000391999659791674,6.61809288554439e-05,0.467693433237812,0.0016955211463944,0.000484392661687891,0.582991597579344
P2RX4,vsBoth,431,3,2,19.1859736407692,6.82053997939585e-05,0.00274216536293175,-2.67427958636387,-4.33818045057067,-0.52443079114446,0.00748899873333555,1.43667177707886e-05,0.599978944989734,0.015950502515455,0.000157841971051,0.714037132144017
DAZAP1,vsBoth,431,3,2,19.1859741771505,6.82053815019099e-05,0.00274216536293175,-3.71638695743743,-3.85461239232542,1.02543238236887,0.000202091996649623,0.000115913125058489,0.305159215236089,0.00106694129400524,0.000719493900570234,0.404777306160267
FARSA,vsBoth,431,3,2,19.1989808477017,6.77632582345633e-05,0.00274216536293175,-3.80382366345247,-3.77329789560419,1.18834536471332,0.000142479621227579,0.000161103733168294,0.234697371937852,0.000840293199208322,0.000913954950278044,0.32403379093355
ARRDC3,vsBoth,431,3,2,19.1583637030976,6.91535024189651e-05,0.00276408289874614,-2.35325245701049,-4.37166974445771,-0.908698372024701,0.0186099943210856,1.23299934986344e-05,0.363509363757031,0.0348153778627816,0.000141572021164195,0.471460629357603
CD22,vsBoth,431,3,2,19.1301440848298,7.0136161401574e-05,0.00279058845376149,-3.99888297267834,-3.5197270775484,1.61001441965754,6.36421365837494e-05,0.00043199106836949,0.107394708384094,0.000472204089525134,0.00181096453218944,0.1634377986719
ARHGDIB,vsBoth,431,3,2,19.1231629787274,7.0381403159436e-05,0.00279398174769516,-3.78933516355452,-3.77293950122156,1.17251145254397,0.000151051002124163,0.000161335419780378,0.240991776806949,0.000877686046776572,0.000913954950278044,0.331299187815976
BTG1,vsBoth,431,3,2,19.0861563606435,7.16958149957885e-05,0.00283970703068353,-4.22577581506661,-3.05599657110278,2.23668368565891,2.38118965631615e-05,0.00224313821170816,0.0253070210190245,0.000232127251962794,0.0057835129795849,0.0455101050258087
RPL9,vsBoth,431,3,2,19.0373311475752,7.34676361073148e-05,0.00289442579041161,-3.04357251376448,-4.22337031336431,-0.0208352865617239,0.00233787090191362,2.40675884031998e-05,0.98337704923708,0.00598738141144368,0.000234111996285671,1
PPP2CA,vsBoth,431,3,2,19.0344252718147,7.35744576024936e-05,0.00289442579041161,-2.24956222528838,-4.36163347365378,-1.01598882095592,0.0244767486338531,1.29095003622224e-05,0.309634710029671,0.044193856311987,0.000147246940679765,0.409987739208409
PTPN18,vsPattern_7,431,3,2,19.0205512938804,7.40866171719499e-05,0.00290656792604513,-1.76601771371053,-4.33892169275554,-1.53576109514203,0.0773928771088646,1.43183526436322e-05,0.124596984730406,0.121865308243601,0.00015771244308942,0.186397752789096
SEMA7A,vsBoth,431,3,2,18.9750939538836,7.57897895465106e-05,0.0029615665637783,-3.17604259085751,-4.16293458989067,0.175344923412365,0.00149299029838541,3.14183391770928e-05,0.860808614742657,0.00419136152176476,0.000281824383756198,0.950055481739829
PLAAT4,vsPattern_7,431,3,2,18.9405387426684,7.71106332904682e-05,0.00300645408858171,-1.8227554644541,-4.33598837563205,-1.47025532041191,0.068340435682024,1.45106612509823e-05,0.141492616968699,0.109412867101894,0.000158278911800763,0.20916704626886
ZNF251,vsBoth,431,3,2,18.9349236185131,7.73274303735057e-05,0.00300819204083302,-3.47532962667743,-3.99610795670283,0.64300791088382,0.000510225979180069,6.43923783584475e-05,0.520218966725217,0.00202022515456848,0.000476736982442937,0.636546163710807
PSMA2,vsPattern_7,431,3,2,18.9174162936357,7.80072999292064e-05,0.00301411277473447,-1.47124390786262,-4.28442950833205,-1.81982229711675,0.14122516671334,1.83208683142591e-05,0.0687860710268077,0.20884037486336,0.000188839408725414,0.110047918545558
HSPA8,vsBoth,431,3,2,18.9165032253697,7.80429210547586e-05,0.00301411277473447,-2.81394141880264,-4.27471657828667,-0.31780407497324,0.00489381456580588,1.91380590627464e-05,0.750633559458182,0.0111130887613601,0.000195469175972687,0.855311160295403
ARHGDIA,vsBoth,431,3,2,18.9189694241244,7.79467456864794e-05,0.00301411277473447,-2.19206576833173,-4.34937506415187,-1.07008088608181,0.0283747580652391,1.36526037553639e-05,0.284582901854737,0.0501637146912607,0.000152269147955772,0.381083301828126
TRIOBP,vsBoth,431,3,2,18.9132526049151,7.81698681487785e-05,0.00301411277473447,-3.26118119890151,-4.11466045740996,0.309040681232623,0.00110949115624413,3.87749755817328e-05,0.757290581285757,0.00341276745801583,0.000328163352663479,0.860562968558205
RPS14,vsBoth,431,3,2,18.8972077062862,7.87995041885968e-05,0.00303169810498286,-3.13344194335124,-4.16950216012376,0.122638770304719,0.00172769092976281,3.05265722864086e-05,0.902393151900803,0.00467443891532456,0.000276775881029863,0.985505425186442
BCAP31,vsPattern_7,431,3,2,18.8744431938104,7.97015442234137e-05,0.00305295366875081,-1.86961312577279,-4.33281334432804,-1.41554927314061,0.0615375612131836,1.47215917647915e-05,0.156907512296178,0.100054196849511,0.000159418875640899,0.228719545980871
FAM200B,vsBoth,431,3,2,18.852759123785,8.05703725793168e-05,0.00307948073926242,-3.03136612027116,-4.20193980178426,-0.0171267980350422,0.00243449855272631,2.6463751443472e-05,0.986335460305336,0.00618814281445251,0.000250374945235712,1
RPS7,vsBoth,431,3,2,18.7493634385171,8.48452355538838e-05,0.00320777430610322,-3.72114532514551,-3.76650008291621,1.10182430514003,0.000198321261758543,0.000165552029016853,0.270538061641765,0.00105349379473155,0.000929988523002172,0.36565354857687
SYNGR2,vsPattern_7,431,3,2,18.7394867344383,8.52652674750414e-05,0.00321669206692559,-1.37023508754508,-4.2459600468985,-1.90118643304351,0.170613528675925,2.17659416328001e-05,0.0572775974835017,0.246460044316813,0.000216407393136734,0.0938066775112451
MANF,vsPattern_7,431,3,2,18.6932394812207,8.72598821692779e-05,0.00328484560743702,-1.69856056642897,-4.29530106824735,-1.57563184113229,0.0894020117659093,1.74456415537616e-05,0.11511067360484,0.13878156852366,0.000182752245087657,0.173651348499547
ILRUN,vsBoth,431,3,2,18.6646972101558,8.85141081016094e-05,0.00331775949830646,-2.88907728151449,-4.22140241980522,-0.191172841099966,0.00386374104089659,2.42787053684831e-05,0.848390180841759,0.00914357674449145,0.000235147633461127,0.939774580404946
SPPL2B,vsBoth,431,3,2,18.6663299208902,8.84418786208586e-05,0.00331775949830646,-3.78526725459575,-3.68415882455368,1.23962061303949,0.000153543479137919,0.000229459139849089,0.215115752744175,0.000888062284743641,0.00116255848306855,0.300222866536454
TAGLN2,vsBoth,431,3,2,18.5892693711323,9.19160694798298e-05,0.00340870060637832,-2.87915032189507,-4.21402811600612,-0.196269529759233,0.00398748220696366,2.50856037214053e-05,0.84439920926923,0.00939189991514398,0.000240597852875155,0.936970381840968
PLVAP,vsBoth,431,3,2,18.5923904996468,9.17727404133321e-05,0.00340870060637832,-3.3778548293707,-4.00119528629969,0.530431080189703,0.000730536358965723,6.30233164719942e-05,0.595813081765547,0.00258088959158834,0.000468918516929043,0.710362468528171
AARS,vsBoth,431,3,2,18.5308968728099,9.46382872102928e-05,0.00349089890957053,-2.50493980689922,-4.28197726031421,-0.667525879311678,0.0122472234221826,1.85239915968201e-05,0.504436284820695,0.0242142639944077,0.000190061228849565,0.619720247125261
RPS25,vsBoth,431,3,2,18.4934867004971,9.64251642718355e-05,0.00353835786625242,-2.71759647888033,-4.2413604189841,-0.398104009559918,0.0065757980851436,2.22169038338269e-05,0.690553518946882,0.0143384942235009,0.000219434650174105,0.799419761501104
SSR4,vsBoth,431,3,2,18.4976765516168,9.62233721741038e-05,0.00353835786625242,-2.58791549892942,-4.26598396813911,-0.562284062480761,0.00965586645719081,1.99023072230937e-05,0.573922495207536,0.0198143670587285,0.000201898349120955,0.689627725524778
RPL35A,vsBoth,431,3,2,18.4854955560389,9.6811208701e-05,0.0035450762733341,-2.8714734204239,-4.20214398904007,-0.1952233885239,0.00408563139082567,2.64398861940128e-05,0.845218069921065,0.009572902747847,0.000250374945235712,0.937416092355693
NIPSNAP1,vsBoth,431,3,2,18.4572137594286,9.81899313719673e-05,0.00358055016967464,-2.8664722067855,-4.19972332735572,-0.198835638856138,0.0041507460413484,2.67241328578046e-05,0.842391316791339,0.00968507409647959,0.000251778308308122,0.935204194086037
SF3B1,vsBoth,431,3,2,18.4441252194226,9.88346200018077e-05,0.00359655064077412,-3.18182468773372,-4.08171508345424,0.247314356662207,0.00146350377078918,4.47045798236667e-05,0.804664948824309,0.00412874578105845,0.00036453538568229,0.903363547343604
IRF8,vsBoth,431,3,2,18.432715250545,9.94000814115392e-05,0.00360960753017745,-4.08587341608505,-3.16903221937406,1.98979041927747,4.39113151349256e-05,0.00152947439251627,0.0466140272676218,0.000359108813127358,0.00426382855314869,0.0781363068036899
FAM120A,vsBoth,431,3,2,18.4228902064636,9.98895878735309e-05,0.00361985774146673,-2.25559470579365,-4.28953602236628,-0.951101227361769,0.0240960250846898,1.79046772440707e-05,0.341552991751908,0.0436115733912992,0.000185796647192608,0.446838791389594
TRIR,vsBoth,431,3,2,18.4153556578512,0.000100266609076628,0.00362599764128668,-2.85895152060939,-4.19616153208707,-0.204330842905647,0.00425043736576408,2.71476662576177e-05,0.838094969220606,0.00987304794831501,0.00025364160532585,0.93181563376482
